"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006909","phagocytosis","7/119","251/18860",0.0278884462151394,4.41996719006328,4.34644024220413,0.00107584475610178,0.0390831893998247,0.0333273208231364,"PTPRC/GSN/LEPR/VAV3/ANXA1/C1R/SYK",7
"GO:2000146","negative regulation of cell motility","9/119","406/18860",0.0221674876847291,3.51326737591588,4.07936798371963,0.00109364415630774,0.0390831893998247,0.0333273208231364,"DCN/TGFBR3/COL3A1/ARID4A/SULF1/APOD/IGFBP5/FBLN1/PTPRM",9
"GO:0003208","cardiac ventricle morphogenesis","4/119","72/18860",0.0555555555555556,8.80485527544351,5.28721848801188,0.00111361149844818,0.0390831893998247,0.0333273208231364,"TGFBR3/HEG1/TGFBR2/EDNRA",4
"GO:0046634","regulation of alpha-beta T cell activation","5/119","124/18860",0.0403225806451613,6.39062076443481,4.79896534981954,0.00113856147526573,0.0390831893998247,0.0333273208231364,"RUNX1/PTPRC/TGFBR2/ANXA1/SYK",5
"GO:0001945","lymph vessel development","3/119","33/18860",0.0909090909090909,14.4079449961803,6.14278137659667,0.00116391147077991,0.0390831893998247,0.0333273208231364,"HEG1/SYK/VEGFC",3
"GO:1904888","cranial skeletal system development","4/119","73/18860",0.0547945205479452,8.68424081961552,5.24167524238691,0.00117248633173315,0.0390831893998247,0.0333273208231364,"PRRX1/TGFBR2/TBX15/EDNRA",4
"GO:0048738","cardiac muscle tissue development","7/119","255/18860",0.0274509803921569,4.35063437139562,4.29258321364882,0.00117882217314418,0.0390831893998247,0.0333273208231364,"RUNX1/SGCD/TGFBR3/HEG1/COL14A1/YAP1/EDNRA",7
"GO:0045582","positive regulation of T cell differentiation","5/119","125/18860",0.04,6.33949579831933,4.77270770312055,0.00118010424886241,0.0390831893998247,0.0333273208231364,"RUNX1/PTPRC/TGFBR2/ANXA1/SYK",5
"GO:0060420","regulation of heart growth","4/119","74/18860",0.0540540540540541,8.56688621394504,5.19699542917187,0.00123350853915477,0.0402520181747423,0.0343240135743469,"RUNX1/TGFBR3/COL14A1/YAP1",4
"GO:0060070","canonical Wnt signaling pathway","8/119","333/18860",0.024024024024024,3.80750498397557,4.11885527677133,0.00124738077776317,0.0402520181747423,0.0343240135743469,"RBMS3/RSPO3/DIXDC1/WWTR1/MLLT3/EGF/YAP1/EDNRA",8
